time	cell_name	X	Y	Z
43	ABalpa	236	375	19
43	ABpraa	360	326	19
43	ABprap	398	337	18
43	ABprpa	386	387	22
43	ABprpp	418	380	20
43	ABplaa	279	351	7
43	ABplap	314	359	9
43	ABplpp	337	406	9
43	ABplpa	303	413	11
43	ABalaa	237	328	21
43	ABalap	252	332	14
44	Ep	392	409	11
44	Ea	345	425	17
44	MSa	273	393	17
44	MSp	332	377	21
44	D	439	375	11
44	P4	424	412	11
44	Ca	367	365	10
44	Cp	413	344	11
44	ABarpp	371	327	10
44	ABarpa	316	319	11
44	ABaraa	282	329	22
44	ABarap	315	320	19
44	ABalpa	233	372	19
44	ABpraa	355	321	20
44	ABprap	399	335	18
44	ABprpa	382	384	23
44	ABprpp	422	377	19
44	ABplaa	278	349	8
44	ABplap	315	364	9
44	ABplpp	341	407	9
44	ABplpa	304	416	10
44	ABalaa	236	326	20
44	ABalap	252	335	13
44	ABalpp	265	387	11
45	Ep	388	410	12
45	Ea	346	422	17
45	ABalpp	266	388	11
45	MSa	278	394	20
45	MSp	329	373	21
45	D	443	377	11
45	P4	419	416	12
45	Ca	368	364	10
45	Cp	417	344	11
45	ABarpp	382	326	10
45	ABarpa	320	317	11
45	ABaraa	281	330	22
45	ABarap	319	317	20
45	ABalpa	231	373	20
45	ABpraa	356	317	22
45	ABprap	406	335	19
45	ABprpa	378	385	23
45	ABprpp	427	378	19
45	ABplaa	278	343	8
45	ABplap	324	366	9
45	ABplpp	344	408	9
45	ABplpa	300	413	11
45	ABalaa	233	324	21
45	ABalap	254	332	13
46	Ep	388	408	12
46	Ea	345	420	17
46	ABalpp	265	390	10
46	MSa	279	396	19
46	MSp	329	372	21
46	D	444	376	12
46	P4	418	418	12
46	Ca	365	360	9
46	Cp	415	345	12
46	ABarpp	383	323	11
46	ABarpa	317	316	11
46	ABaraa	279	328	22
46	ABarap	320	316	21
46	ABalpa	230	378	20
46	ABpraa	357	318	21
46	ABprap	408	336	19
46	ABprpa	374	386	23
46	ABprpp	430	381	19
46	ABplaa	272	340	8
46	ABplap	323	362	9
46	ABplpp	350	407	8
46	ABplpa	301	412	10
46	ABalaa	234	325	22
46	ABalap	248	327	13
47	Ep	389	407	13
47	Ea	342	419	16
47	ABalpp	268	388	10
47	MSa	277	397	18
47	MSp	328	374	22
47	D	444	379	11
47	P4	419	418	12
47	Ca	365	359	9
47	Cp	416	347	12
47	ABarpp	382	321	11
47	ABarpa	318	315	11
47	ABaraa	278	331	22
47	ABarap	322	317	21
47	ABalpa	231	377	20
47	ABpraa	358	317	21
47	ABprap	406	337	21
47	ABprpa	375	390	23
47	ABprpp	432	380	19
47	ABplaa	272	337	8
47	ABplap	323	357	9
47	ABplpp	353	405	8
47	ABplpa	301	408	9
47	ABalaa	233	328	22
47	ABalap	246	327	14
48	Ep	391	407	13
48	Ea	344	417	15
48	ABalpp	267	383	10
48	MSa	281	397	20
48	MSp	328	377	21
48	D	445	383	12
48	P4	419	419	13
48	Ca	367	360	9
48	Cp	419	347	12
48	ABarpp	385	321	11
48	ABarpa	319	314	12
48	ABaraa	281	335	21
48	ABarap	323	317	21
48	ABalpa	234	379	20
48	ABpraa	358	316	22
48	ABprap	409	335	21
48	ABprpa	374	386	23
48	ABprpp	432	383	20
48	ABplaa	272	336	9
48	ABplap	323	354	9
48	ABplpp	355	403	8
48	ABplpa	299	405	9
48	ABalaa	239	333	23
48	ABalap	245	326	14
49	Ep	390	404	14
49	Ea	342	414	16
49	ABalpp	268	386	9
49	MSap	290	397	17
49	MSaa	278	392	22
49	MSpa	316	375	21
49	MSpp	339	378	20
49	D	443	386	12
49	P4	417	420	13
49	Ca	367	360	10
49	Cp	420	349	11
49	ABarpp	383	320	11
49	ABarpa	318	315	12
49	ABaraa	279	333	21
49	ABarap	320	316	20
49	ABalpa	234	380	19
49	ABpraa	357	316	21
49	ABprap	409	334	21
49	ABprpa	377	382	24
49	ABprpp	434	379	20
49	ABplaa	271	336	9
49	ABplap	324	356	9
49	ABplpp	356	406	8
49	ABplpa	300	404	9
49	ABalaa	238	336	23
49	ABalap	246	328	14
50	Ep	389	406	14
50	Ea	340	412	16
50	ABalpp	270	382	9
50	MSap	291	403	16
50	MSaa	266	392	22
50	MSpa	310	372	21
50	MSpp	344	380	22
50	D	441	390	12
50	P4	415	422	13
50	Ca	367	359	11
50	Cp	420	352	11
50	ABarpp	387	319	12
50	ABarpa	323	314	13
50	ABaraa	279	329	21
50	ABarap	322	320	21
50	ABalpa	231	375	16
50	ABprap	413	331	20
50	ABprpa	384	379	24
50	ABprpp	437	376	20
50	ABplaa	281	332	9
50	ABplap	324	354	9
50	ABplpp	357	408	8
50	ABplpa	305	403	9
50	ABpraa	360	325	24
50	ABalaa	236	335	23
50	ABalap	251	324	14
51	Ep	390	403	14
51	Ea	341	410	17
51	ABalpp	270	389	9
51	MSap	294	405	17
51	MSaa	266	391	23
51	MSpa	309	371	21
51	MSpp	346	381	22
51	D	439	391	11
51	P4	414	423	13
51	Ca	363	360	11
51	Cp	416	349	11
51	ABarpp	384	318	11
51	ABarpa	323	314	13
51	ABaraa	275	326	22
51	ABarap	321	321	21
51	ABalpa	232	371	16
51	ABprap	413	330	21
51	ABprpa	387	376	23
51	ABprpp	436	379	20
51	ABplaa	280	334	9
51	ABplap	321	354	9
51	ABplpp	356	407	8
51	ABplpa	307	406	9
51	ABpraa	359	326	23
51	ABalaa	237	335	23
51	ABalap	253	324	14
52	Ep	391	401	14
52	Ea	340	409	17
52	ABalpp	270	392	10
52	MSap	297	408	17
52	MSaa	266	383	24
52	MSpa	307	373	20
52	MSpp	348	382	23
52	D	439	393	11
52	P4	413	424	13
52	Ca	360	359	11
52	Cp	415	351	11
52	ABarpp	381	318	11
52	ABarpa	319	316	13
52	ABaraa	276	327	22
52	ABarap	319	321	21
52	ABalpa	232	375	16
52	ABprap	410	327	21
52	ABprpa	390	371	23
52	ABprpp	437	377	20
52	ABplaa	279	340	9
52	ABplap	316	356	8
52	ABplpp	356	408	8
52	ABplpa	306	408	10
52	ABpraa	360	326	25
52	ABalaa	237	335	22
52	ABalap	252	326	14
53	Ep	391	402	14
53	Ea	342	411	16
53	ABalpp	266	390	10
53	MSap	298	408	16
53	MSaa	266	380	24
53	MSpa	305	372	20
53	MSpp	353	389	24
53	D	438	394	11
53	P4	412	423	12
53	Ca	359	357	11
53	Cp	415	351	12
53	ABarpp	379	318	12
53	ABarpa	321	315	14
53	ABaraa	277	328	21
53	ABarap	319	322	21
53	ABalpa	233	375	17
53	ABprap	410	330	21
53	ABprpa	390	375	23
53	ABprpp	435	380	19
53	ABplaa	276	338	9
53	ABplap	314	355	8
53	ABplpp	352	411	8
53	ABplpa	307	407	9
53	ABpraa	361	326	24
53	ABalaa	237	335	22
53	ABalap	250	327	14
54	Ep	392	400	13
54	Ea	342	407	16
54	ABalpp	269	394	10
54	MSap	300	415	17
54	MSaa	264	378	24
54	MSpa	304	371	20
54	MSpp	360	388	23
54	D	440	395	12
54	P4	413	422	12
54	Ca	358	359	11
54	Cp	415	349	12
54	ABarpp	376	316	11
54	ABarpa	320	316	14
54	ABaraa	276	328	22
54	ABarap	317	323	21
54	ABalpa	232	377	17
54	ABprap	410	332	21
54	ABprpa	392	377	24
54	ABprpp	437	380	20
54	ABplaa	277	341	9
54	ABplap	314	360	8
54	ABplpp	349	410	8
54	ABplpa	306	411	10
54	ABpraa	361	320	22
54	ABalaa	237	329	22
54	ABalap	252	333	14
55	Ep	393	399	13
55	Ea	340	404	16
55	ABalpp	268	395	10
55	MSap	296	421	18
55	MSaa	263	379	24
55	MSpa	305	371	20
55	MSpp	360	389	24
55	D	437	399	12
55	P4	410	426	12
55	Cap	367	368	12
55	Caa	350	353	12
55	Cp	412	351	11
55	ABarpp	380	318	11
55	ABarpa	322	315	13
55	ABaraa	278	328	22
55	ABarap	317	323	22
55	ABalpa	234	376	17
55	ABprap	409	333	21
55	ABprpa	392	377	23
55	ABprpp	437	383	20
55	ABplaa	277	342	10
55	ABplap	316	360	8
55	ABplpp	349	410	8
55	ABplpa	307	412	11
55	ABpraa	361	320	22
55	ABalaa	237	328	22
55	ABalap	249	332	14
56	Ep	393	401	13
56	Ea	339	399	17
56	ABalpp	270	395	10
56	MSap	298	424	19
56	MSaa	265	380	23
56	MSpa	304	368	21
56	MSpp	361	392	24
56	D	438	401	12
56	P4	409	427	12
56	Cap	369	372	11
56	Caa	349	350	12
56	Cpp	420	366	10
56	Cpa	408	338	11
56	ABarpp	378	321	12
56	ABarpa	318	316	13
56	ABaraa	277	326	21
56	ABarap	319	326	22
56	ABalpa	239	379	17
56	ABprap	412	335	21
56	ABprpa	392	376	23
56	ABprpp	439	380	20
56	ABplaa	275	343	10
56	ABplap	317	362	8
56	ABplpp	350	410	8
56	ABplpa	307	413	10
56	ABpraa	363	324	21
56	ABalaa	235	330	22
56	ABalap	247	329	14
57	Ep	392	400	13
57	Ea	339	396	17
57	ABalpp	270	393	11
57	MSap	296	424	18
57	MSaa	266	379	23
57	MSpa	303	372	21
57	MSpp	359	392	24
57	D	438	404	12
57	P4	407	428	13
57	Cap	375	372	10
57	Caa	351	352	12
57	Cpp	421	369	10
57	Cpa	408	336	10
57	ABarpp	372	322	11
57	ABarpa	318	318	13
57	ABaraa	278	327	22
57	ABarap	320	324	22
57	ABalpa	241	378	17
57	ABprap	408	338	20
57	ABprpa	390	380	23
57	ABprpp	438	377	21
57	ABplaa	275	343	10
57	ABplap	317	360	9
57	ABplpp	348	412	9
57	ABplpa	308	412	10
57	ABpraa	364	325	20
57	ABalaa	236	332	22
57	ABalap	249	329	14
58	Ep	392	400	12
58	Ea	338	395	17
58	ABalpp	270	394	11
58	MSap	299	424	18
58	MSaa	267	380	24
58	MSpa	305	375	22
58	MSpp	361	395	24
58	D	436	406	12
58	P4	405	430	13
58	Cap	381	371	10
58	Caa	351	352	12
58	Cpp	425	371	9
58	Cpa	418	336	10
58	ABarpp	373	322	12
58	ABarpa	321	320	13
58	ABaraa	280	328	21
58	ABarap	321	324	21
58	ABalpa	241	376	18
58	ABprap	406	340	19
58	ABprpa	390	381	22
58	ABprpp	432	379	20
58	ABplaa	273	344	10
58	ABplap	316	359	10
58	ABplpp	347	407	9
58	ABplpa	310	412	11
58	ABpraa	363	323	20
58	ABalaa	240	330	22
58	ABalap	249	332	15
59	Ep	395	398	12
59	Ea	339	393	17
59	ABalpp	271	394	12
59	MSap	297	423	19
59	MSaa	268	380	24
59	MSpa	305	374	22
59	MSpp	360	398	24
59	D	436	409	13
59	P4	400	433	13
59	Cap	388	372	9
59	Caa	348	352	12
59	Cpp	430	375	10
59	Cpa	421	338	8
59	ABarpp	373	323	12
59	ABarpa	322	320	12
59	ABaraa	281	327	21
59	ABarap	321	323	21
59	ABalpa	236	371	17
59	ABprap	407	336	19
59	ABprpa	390	379	22
59	ABprpp	431	379	20
59	ABplaa	273	350	10
59	ABplapp	320	375	10
59	ABplapa	311	353	9
59	ABplpp	350	406	9
59	ABplpa	311	411	11
59	ABpraa	362	324	20
59	ABalaa	241	330	22
59	ABalap	250	335	14
60	Ep	397	394	12
60	Ea	338	390	18
60	ABalpp	271	394	12
60	MSap	297	424	20
60	MSaa	268	379	23
60	MSpa	304	373	22
60	MSpp	365	399	25
60	D	434	412	13
60	P4	395	435	15
60	Cap	388	370	8
60	Caa	344	354	12
60	Cpp	434	380	9
60	Cpa	420	332	9
60	ABarpp	371	325	12
60	ABarpa	320	322	12
60	ABaraa	277	329	20
60	ABarap	320	326	21
60	ABalpap	245	386	20
60	ABalpaa	228	364	16
60	ABprapp	419	344	18
60	ABprapa	404	325	19
60	ABprpa	393	372	22
60	ABprpp	433	374	19
60	ABplaaa	277	331	8
60	ABplaap	282	367	10
60	ABplapp	324	382	10
60	ABplapa	310	352	8
60	ABplpp	350	406	9
60	ABplpa	304	413	11
60	ABpraaa	355	313	21
60	ABpraap	368	335	21
60	ABalaa	242	329	21
60	ABalap	253	337	13
61	Ep	397	393	12
61	Ea	337	391	17
61	ABalppp	270	408	15
61	ABalppa	256	392	11
61	MSap	302	424	20
61	MSaa	272	379	22
61	MSpa	307	378	21
61	MSpp	372	410	24
61	D	433	414	13
61	P4	390	436	15
61	Cap	389	366	8
61	Caa	344	355	11
61	Cpp	433	377	8
61	Cpa	415	328	9
61	ABarpp	364	323	11
61	ABarpa	317	323	13
61	ABaraap	287	342	21
61	ABaraaa	273	320	20
61	ABarapp	328	343	22
61	ABarapa	316	314	21
61	ABalpap	247	390	21
61	ABalpaa	228	363	15
61	ABprapp	426	347	18
61	ABprapa	401	324	19
61	ABprpap	399	389	20
61	ABprpaa	393	365	23
61	ABprppp	435	391	18
61	ABprppa	439	370	20
61	ABplaaa	278	330	9
61	ABplaap	280	370	10
61	ABplapp	323	385	9
61	ABplapa	308	352	8
61	ABplppp	358	412	10
61	ABplppa	348	407	8
61	ABplpap	321	425	13
61	ABplpaa	299	411	10
61	ABpraaa	352	313	21
61	ABpraap	368	343	22
61	ABalaa	240	331	22
61	ABalapp	253	350	14
61	ABalapa	248	328	12
62	Ep	402	387	14
62	Ea	341	387	18
62	ABalppp	277	413	15
62	ABalppa	256	394	11
62	MSap	311	426	19
62	MSaa	275	387	23
62	MSpa	313	385	22
62	MSpp	381	408	26
62	D	434	412	11
62	P4	394	434	14
62	Cap	388	362	7
62	Caa	343	356	10
62	Cpp	435	371	9
62	Cpa	412	325	10
62	ABarppa	346	319	12
62	ABarppp	372	322	13
62	ABarpap	322	333	16
62	ABarpaa	304	321	13
62	ABaraap	289	347	22
62	ABaraaa	274	320	20
62	ABarapp	333	344	22
62	ABarapa	307	318	21
62	ABalpap	251	396	20
62	ABalpaa	229	362	16
62	ABprapp	423	346	18
62	ABprapa	397	324	19
62	ABprpap	407	389	20
62	ABprpaa	397	360	23
62	ABprppp	438	394	18
62	ABprppa	440	368	21
62	ABplaaa	272	332	9
62	ABplaap	280	375	10
62	ABplapp	324	386	9
62	ABplapa	306	353	8
62	ABplppp	369	417	9
62	ABplppa	348	405	7
62	ABplpap	330	427	12
62	ABplpaa	302	410	10
62	ABpraaa	349	311	20
62	ABpraap	368	340	21
62	ABalaap	250	354	22
62	ABalaaa	237	323	20
62	ABalapp	260	358	15
62	ABalapa	245	329	13
63	Ep	398	386	12
63	Ea	343	392	16
63	ABalppp	284	415	14
63	ABalppa	256	394	11
63	MSap	312	427	19
63	MSaa	277	391	22
63	MSpa	314	389	21
63	MSpp	382	410	24
63	D	434	411	11
63	P4	397	433	14
63	Cap	386	360	7
63	Caa	345	352	10
63	Cpp	436	370	9
63	Cpa	411	328	10
63	ABarppa	341	318	12
63	ABarppp	371	322	12
63	ABarpap	319	336	17
63	ABarpaa	299	320	14
63	ABaraap	289	350	21
63	ABaraaa	267	326	20
63	ABarapp	330	348	22
63	ABarapa	304	320	21
63	ABalpap	254	400	19
63	ABalpaa	228	359	16
63	ABprapp	423	346	17
63	ABprapa	394	322	19
63	ABprpap	411	391	21
63	ABprpaa	394	362	22
63	ABprppp	440	392	17
63	ABprppa	441	365	21
63	ABplaaa	270	332	9
63	ABplaap	281	381	11
63	ABplapp	327	386	9
63	ABplapa	304	347	9
63	ABplppp	373	415	9
63	ABplppa	349	403	7
63	ABplpap	335	427	12
63	ABplpaa	303	408	9
63	ABpraaa	346	313	21
63	ABpraap	367	346	21
63	ABalaap	249	358	23
63	ABalaaa	232	331	21
63	ABalapp	258	361	15
63	ABalapa	244	334	13
64	Ep	396	385	12
64	Ear	349	378	18
64	Eal	342	399	14
64	ABalppp	284	413	14
64	ABalppa	254	393	10
64	MSap	315	431	18
64	MSaa	277	392	22
64	MSpa	313	388	23
64	MSpp	379	411	24
64	D	429	414	11
64	P4	393	432	14
64	Cap	385	357	7
64	Caa	345	351	9
64	Cpp	439	371	9
64	Cpa	414	330	10
64	ABarppa	340	317	11
64	ABarppp	369	321	11
64	ABarpap	320	336	17
64	ABarpaa	295	320	14
64	ABaraap	292	352	20
64	ABaraaa	268	326	20
64	ABarapp	329	351	23
64	ABarapa	302	318	21
64	ABalpap	253	401	19
64	ABalpaa	227	359	15
64	ABprapp	425	349	17
64	ABprapa	395	319	18
64	ABprpap	413	394	21
64	ABprpaa	397	360	21
64	ABprppp	440	394	16
64	ABprppa	440	370	22
64	ABplaaa	269	329	9
64	ABplaap	282	380	10
64	ABplapp	328	386	8
64	ABplapa	303	345	9
64	ABplppp	373	416	9
64	ABplppa	348	400	7
64	ABplpap	335	425	11
64	ABplpaa	301	406	8
64	ABpraaa	344	310	20
64	ABpraap	370	347	22
64	ABalaap	247	358	23
64	ABalaaa	231	332	21
64	ABalapp	260	363	16
64	ABalapa	243	332	13
65	Epr	396	382	14
65	Ear	350	370	18
65	Eal	339	397	14
65	ABalppp	281	413	14
65	ABalppa	250	390	9
65	MSap	312	429	19
65	MSaa	276	392	22
65	MSpa	317	389	21
65	MSpp	380	409	23
65	D	423	416	11
65	P4	388	431	15
65	Cap	384	360	7
65	Caa	344	350	9
65	Cpp	437	375	8
65	Cpa	412	330	10
65	ABarppa	342	316	10
65	ABarppp	374	324	10
65	ABarpap	323	336	17
65	ABarpaa	295	317	14
65	ABaraap	295	355	21
65	ABaraaa	266	322	20
65	ABarapp	331	349	23
65	ABarapa	299	314	20
65	ABalpap	248	399	18
65	ABalpaa	225	357	15
65	ABprapp	426	346	16
65	ABprapa	395	318	18
65	ABprpap	417	395	21
65	ABprpaa	394	359	22
65	ABprppp	440	398	15
65	ABprppa	440	365	21
65	ABplaaa	274	330	8
65	ABplaap	282	380	10
65	ABplapp	324	382	8
65	ABplapa	303	345	8
65	ABplppp	372	418	9
65	ABplppa	344	401	7
65	ABplpap	334	429	11
65	ABplpaa	297	407	7
65	ABpraaa	343	307	20
65	ABpraap	374	342	22
65	ABalaap	248	359	23
65	ABalaaa	230	331	21
65	ABalapp	263	362	16
65	ABalapa	245	327	12
65	Epl	387	392	11
66	Epr	396	376	15
66	Ear	353	365	17
66	Eal	336	396	13
66	ABalppp	280	418	14
